OrderID,Product,Quantity,PricePerUnit,OrderDate
00083,E Widget,3,71.71,2023-03-17
00084,B Widget,3,83.98,2023-06-20
00085,A Widget,5,15.66,2022-01-01
00086,B Widget,3,10.99,2022-01-15
00087,E Widget,4,55.24,2023-03-24
00088,D Widget,3,96.06,2022-05-16
00089,E Widget,5,65.85,2023-09-09
00090,B Widget,3,10.64,2022-01-05
00091,D Widget,4,22.06,2023-03-05
00092,C Widget,1,77.83,2023-08-14
00093,C Widget,5,25.61,2022-08-28
00094,D Widget,4,29.84,2022-04-22
00095,E Widget,1,92.56,2023-07-13
00096,B Widget,3,52.52,2022-05-02
00097,C Widget,3,71.68,2022-11-17
00098,B Widget,1,97.89,2023-02-25
00099,C Widget,2,76.73,2022-04-18
00100,E Widget,3,21.41,2022-01-05
00101,A Widget,4,71.74,2023-08-24
00102,C Widget,1,99.74,2022-03-27
00103,D Widget,2,33.43,2022-05-14
00104,C Widget,3,61.58,2023-11-12
00105,B Widget,1,80.13,2023-03-21
00106,D Widget,2,55.31,2023-02-19
00107,A Widget,4,11.10,2023-05-17
00108,A Widget,2,78.53,2023-02-13
00109,A Widget,1,68.33,2023-01-18
00110,E Widget,4,53.98,2022-01-21
00111,D Widget,1,89.22,2022-12-03
00112,E Widget,2,35.15,2023-01-22
00113,E Widget,5,70.38,2022-12-14
00114,E Widget,3,36.90,2022-01-13
00115,E Widget,1,67.47,2023-03-20
00116,B Widget,1,73.88,2022-04-14
00117,B Widget,5,93.98,2023-01-28
00118,E Widget,4,25.79,2023-05-13
00119,B Widget,3,60.37,2023-08-03
00120,C Widget,2,70.72,2022-09-14
00121,A Widget,2,42.03,2022-02-14
00122,D Widget,2,89.69,2023-12-09
00123,B Widget,1,76.14,2023-07-21
00124,B Widget,2,58.07,2023-09-13
00125,A Widget,1,37.22,2022-08-05
00126,D Widget,5,10.26,2023-10-05
00127,A Widget,4,90.91,2023-11-28
00128,B Widget,2,18.88,2022-02-13
00129,B Widget,4,16.19,2023-09-25
00130,D Widget,4,27.31,2022-02-02
00131,E Widget,4,86.38,2022-11-12
00132,B Widget,2,78.15,2022-04-18
00133,B Widget,5,69.87,2023-02-13
00134,B Widget,3,39.19,2023-11-18
00135,C Widget,5,15.83,2023-07-19
00136,B Widget,4,26.84,2023-05-30
00137,D Widget,1,79.61,2022-05-10
00138,A Widget,5,95.78,2022-05-02
00139,B Widget,2,38.79,2022-07-10
00140,C Widget,1,51.09,2023-09-27
00141,E Widget,4,20.39,2023-04-18
00142,A Widget,4,43.32,2022-04-08
00143,B Widget,4,94.50,2023-12-01
00144,C Widget,1,31.88,2023-04-11
00145,A Widget,5,97.38,2023-03-23
00146,E Widget,2,87.96,2022-08-07
00147,B Widget,1,35.72,2023-08-06
00148,B Widget,5,79.32,2022-12-08
00149,A Widget,1,70.55,2022-02-22
00150,D Widget,2,83.03,2023-03-10
00151,D Widget,2,67.19,2023-04-05
00152,A Widget,1,95.08,2023-12-03
00153,E Widget,3,42.35,2022-05-21
00154,D Widget,4,70.37,2022-04-14
00155,D Widget,5,21.92,2023-05-31
00156,C Widget,1,16.53,2023-07-08
00157,C Widget,3,25.24,2023-04-01
00158,B Widget,5,37.76,2023-07-23
00159,A Widget,5,30.33,2022-01-23
00160,E Widget,1,38.39,2022-12-11
00161,B Widget,3,28.57,2022-08-26
00162,D Widget,4,69.10,2022-11-30
00163,C Widget,2,63.19,2022-07-11
00164,C Widget,4,64.19,2022-02-09
00165,C Widget,2,36.23,2023-11-19
00166,E Widget,5,65.39,2022-12-24
00167,B Widget,1,15.58,2022-02-08
00168,B Widget,5,85.05,2022-10-30
00169,D Widget,5,18.24,2023-04-09
00170,D Widget,1,53.04,2023-02-03
00171,C Widget,1,72.42,2023-02-12
00172,E Widget,3,87.41,2022-04-29
00173,A Widget,4,30.37,2023-04-07
00174,E Widget,1,92.12,2023-03-17
00175,B Widget,1,50.92,2022-03-19
00176,C Widget,3,93.82,2022-08-10
00177,B Widget,4,25.88,2022-09-10
00178,D Widget,1,47.38,2023-11-02
00179,E Widget,3,13.27,2022-06-25
00180,D Widget,5,77.71,2023-10-17
00181,B Widget,3,93.48,2023-10-01
00182,B Widget,4,23.87,2023-12-08
00183,D Widget,5,53.45,2022-12-18
00184,E Widget,5,68.95,2023-09-29
00185,B Widget,1,11.21,2022-10-08
00186,C Widget,2,79.34,2022-07-19
00187,E Widget,1,12.73,2023-11-26
00188,D Widget,4,42.54,2023-06-30
00189,C Widget,3,58.96,2023-08-30
00190,C Widget,3,88.03,2023-06-25
00191,B Widget,4,81.56,2022-02-17
00192,D Widget,2,53.20,2022-10-24
00193,C Widget,4,10.23,2022-02-18
00194,D Widget,2,85.83,2022-08-07
00195,E Widget,1,88.91,2023-09-30
00196,E Widget,1,83.03,2023-10-23
00197,C Widget,4,86.98,2022-04-22
00198,E Widget,4,39.67,2023-06-16
00199,D Widget,4,62.36,2023-01-22
00200,B Widget,4,88.87,2023-07-20
00201,A Widget,1,17.55,2022-07-03
00202,E Widget,1,77.95,2023-12-20
00203,A Widget,3,68.14,2022-11-23
00204,A Widget,1,89.38,2023-04-18
00205,E Widget,3,28.30,2022-06-29
00206,E Widget,5,68.25,2022-05-29
00207,E Widget,1,20.03,2023-06-19
00208,C Widget,4,35.76,2023-04-17
00209,C Widget,3,56.48,2023-10-05
00210,E Widget,4,95.23,2023-06-30
00211,A Widget,5,95.89,2022-10-02
00212,C Widget,1,63.33,2022-06-30
00213,E Widget,1,86.20,2022-12-06
00214,C Widget,5,24.52,2023-09-10
00215,C Widget,4,57.66,2022-02-28
00216,A Widget,5,88.19,2022-05-04
00217,C Widget,1,64.64,2022-09-14
00218,A Widget,1,35.71,2022-08-17
00219,D Widget,2,61.53,2022-05-18
00220,C Widget,1,99.83,2022-03-11
00221,B Widget,4,69.36,2022-09-01
00222,B Widget,1,10.21,2023-06-23
00223,C Widget,3,18.50,2023-01-20
00224,C Widget,2,71.66,2023-02-27
00225,A Widget,1,39.70,2023-09-04
00226,C Widget,2,17.05,2023-09-09
00227,B Widget,4,12.52,2022-07-18
00228,B Widget,4,90.10,2023-12-14
00229,C Widget,2,76.71,2023-04-13
00230,A Widget,5,85.35,2022-05-05
00231,C Widget,3,42.21,2022-12-25
00232,C Widget,3,56.83,2022-06-05
00233,E Widget,3,91.14,2022-04-11
00234,D Widget,3,88.09,2022-03-05
00235,B Widget,4,79.51,2022-04-27
00236,D Widget,1,34.62,2022-03-17
00237,E Widget,5,70.74,2023-08-02
00238,E Widget,1,55.61,2023-01-23
00239,E Widget,4,77.04,2022-04-29
00240,D Widget,2,54.48,2022-09-25
00241,E Widget,3,13.32,2023-01-02
00242,C Widget,1,21.53,2022-12-30
00243,A Widget,4,47.96,2022-05-26
00244,E Widget,5,41.09,2022-10-01
00245,E Widget,3,79.62,2023-09-18
00246,D Widget,3,10.08,2023-11-20
00247,A Widget,4,12.15,2023-04-03
00248,E Widget,4,66.25,2023-02-06
00249,D Widget,1,10.64,2023-02-01
00250,B Widget,1,45.65,2023-10-23
00251,B Widget,4,25.70,2022-12-31
00252,E Widget,3,17.82,2023-07-30
00253,E Widget,4,74.92,2022-02-23
00254,E Widget,5,40.81,2023-01-24
00255,C Widget,4,41.09,2023-07-18
00256,C Widget,3,48.52,2022-04-12
00257,D Widget,3,27.59,2023-02-07
00258,A Widget,3,83.99,2023-11-04
00259,B Widget,5,20.57,2023-07-26
00260,A Widget,3,48.05,2023-04-21
00261,E Widget,4,22.46,2023-09-23
00262,C Widget,1,86.24,2023-04-06
00263,D Widget,2,44.79,2023-11-28
00264,E Widget,2,52.00,2023-01-27
00265,A Widget,4,78.30,2022-03-21
00266,E Widget,4,32.81,2022-09-01
00267,C Widget,3,51.97,2023-09-11
00268,D Widget,2,34.94,2022-09-04
00269,B Widget,4,87.81,2022-07-29
00270,D Widget,5,82.54,2022-05-23
00271,B Widget,4,85.85,2022-10-10
00272,C Widget,3,93.34,2023-03-13
00273,D Widget,3,58.41,2022-11-12
00274,B Widget,3,16.02,2022-06-25
00275,B Widget,3,55.44,2023-01-23
00276,C Widget,3,46.83,2022-06-29
00277,A Widget,4,34.63,2022-12-06
00278,B Widget,2,87.52,2022-06-03
00279,D Widget,4,50.02,2022-01-18
00280,D Widget,4,40.97,2022-07-19
00281,A Widget,4,15.29,2022-01-01
00282,C Widget,3,57.07,2022-01-31
00283,B Widget,2,67.68,2022-05-22
00284,B Widget,1,89.96,2022-02-14
00285,D Widget,5,58.10,2023-04-14
00286,E Widget,5,79.08,2022-02-01
00287,B Widget,3,69.05,2023-03-04
00288,A Widget,2,60.51,2022-07-26
00289,A Widget,5,63.70,2023-11-01
00290,E Widget,5,34.99,2022-12-03
00291,C Widget,1,34.13,2022-12-31
00292,B Widget,2,90.79,2022-07-09
00293,E Widget,4,13.71,2023-08-26
00294,A Widget,5,33.27,2022-03-23
00295,C Widget,3,31.58,2023-04-15
00296,A Widget,2,93.94,2023-08-19
00297,B Widget,4,24.13,2023-03-23
00298,E Widget,2,64.07,2023-10-04
00299,D Widget,3,35.68,2022-07-26
00300,E Widget,3,19.43,2022-03-16
00301,A Widget,2,36.24,2023-09-13
00302,E Widget,2,90.44,2023-09-04
00303,D Widget,5,61.45,2023-03-15
00304,E Widget,5,46.31,2022-10-12
00305,E Widget,5,48.38,2022-10-23
00306,A Widget,3,43.10,2022-05-05
00307,E Widget,2,82.42,2022-12-02
00308,B Widget,3,41.73,2022-03-10
00309,B Widget,5,90.37,2022-05-08
00310,C Widget,2,64.62,2023-12-21
00311,A Widget,4,29.12,2022-08-17
00312,B Widget,3,79.54,2022-10-19
00313,D Widget,1,12.46,2023-03-15
00314,E Widget,1,36.19,2023-09-09
00315,B Widget,4,21.83,2022-01-08
00316,A Widget,4,20.62,2022-05-28
00317,A Widget,4,93.41,2022-11-17
00318,E Widget,4,40.42,2023-10-17
00319,D Widget,1,67.00,2023-06-09
00320,B Widget,3,87.42,2022-06-02
00321,B Widget,3,67.46,2022-02-05
00322,D Widget,1,89.48,2022-09-24
00323,C Widget,2,32.74,2023-08-19
00324,B Widget,5,75.07,2022-11-17
00325,E Widget,3,13.80,2023-05-05
00326,E Widget,2,65.41,2022-07-09
00327,A Widget,4,62.87,2023-01-30
00328,C Widget,2,16.10,2023-07-03
00329,C Widget,5,70.13,2023-08-04
00330,D Widget,5,17.69,2023-01-13
00331,A Widget,5,23.51,2023-03-28
00332,E Widget,5,17.17,2022-11-28
00333,D Widget,4,17.28,2023-10-10
00334,C Widget,2,30.32,2023-11-11
00335,D Widget,2,54.46,2022-06-03
00336,B Widget,2,65.54,2022-02-07
00337,D Widget,4,38.23,2022-03-09
00338,B Widget,4,42.82,2023-09-18
00339,D Widget,1,49.42,2022-10-12
00340,B Widget,2,83.49,2022-07-09
00341,C Widget,1,84.71,2023-04-28
00342,C Widget,5,74.37,2023-11-01
00343,B Widget,5,17.78,2023-04-01
00344,C Widget,4,58.08,2022-08-08
00345,C Widget,3,75.92,2022-11-12
00346,C Widget,1,52.02,2022-03-02
00347,C Widget,5,94.05,2023-03-07
00348,D Widget,2,70.89,2023-05-19
00349,D Widget,3,60.11,2023-09-18
00350,C Widget,3,18.46,2022-04-08
00351,B Widget,2,11.74,2023-01-13
00352,D Widget,5,56.33,2022-05-28
00353,A Widget,3,52.08,2023-09-26
00354,D Widget,2,82.71,2022-02-19
00355,A Widget,3,53.29,2023-12-05
00356,B Widget,3,18.63,2022-02-20
00357,E Widget,3,40.00,2022-08-24
00358,A Widget,3,67.72,2023-10-18
00359,E Widget,3,25.06,2022-11-10
00360,D Widget,4,53.11,2022-04-09
00361,D Widget,3,48.22,2023-02-12
00362,D Widget,1,77.49,2022-09-15
00363,A Widget,4,32.62,2022-06-04
00364,B Widget,4,83.15,2022-12-04
00365,A Widget,2,62.29,2023-06-19
00366,C Widget,5,52.96,2023-09-06
00367,B Widget,2,73.71,2022-03-31
00368,C Widget,4,10.30,2023-02-16
00369,A Widget,1,34.84,2022-03-01
00370,D Widget,3,95.85,2023-11-19
00371,E Widget,1,89.79,2022-11-09
00372,C Widget,2,79.14,2023-02-02
00373,A Widget,4,30.83,2022-11-30
00374,E Widget,1,97.32,2023-02-18
00375,B Widget,1,18.32,2023-08-16
00376,A Widget,3,47.90,2022-08-26
00377,C Widget,3,94.86,2022-12-16
00378,C Widget,4,86.01,2023-04-16
00379,E Widget,4,26.64,2023-11-23
00380,C Widget,3,11.30,2022-02-13
00381,C Widget,5,74.93,2023-08-12
00382,D Widget,4,84.97,2022-06-30
00383,C Widget,4,36.56,2022-01-13
00384,A Widget,3,14.64,2022-07-21
00385,B Widget,3,25.35,2022-05-16
00386,A Widget,5,55.83,2022-11-15
00387,D Widget,4,83.18,2023-03-09
00388,E Widget,4,79.58,2022-12-02
00389,C Widget,4,31.95,2022-04-19
00390,B Widget,3,85.01,2022-08-31
00391,E Widget,3,31.19,2022-09-06
00392,C Widget,2,60.48,2023-04-13
00393,E Widget,2,56.68,2022-08-03
00394,C Widget,2,34.69,2023-03-24
00395,A Widget,1,94.65,2023-10-03
00396,E Widget,1,55.73,2023-03-23
00397,C Widget,5,31.33,2022-08-18
00398,A Widget,2,89.65,2022-10-16
00399,D Widget,5,91.76,2023-05-29
00400,C Widget,4,81.15,2022-01-05
00401,A Widget,1,91.37,2022-01-24
00402,C Widget,5,28.17,2023-08-12
00403,E Widget,1,70.16,2022-12-28
00404,A Widget,5,55.14,2023-04-04
00405,A Widget,1,77.89,2022-12-06
00406,E Widget,5,45.91,2022-10-14
00407,C Widget,2,95.14,2022-05-10
00408,B Widget,5,77.30,2022-02-28
00409,C Widget,5,59.58,2023-12-10
00410,B Widget,4,63.55,2022-11-22
00411,E Widget,3,76.01,2022-12-22
00412,E Widget,3,37.26,2022-04-24
00413,A Widget,2,52.89,2022-09-04
00414,D Widget,5,58.32,2022-12-10
00415,A Widget,3,77.16,2023-08-17
00416,D Widget,4,10.34,2022-10-24
00417,C Widget,2,32.58,2022-07-25
00418,D Widget,3,44.05,2023-12-13
00419,E Widget,2,99.46,2023-07-15
00420,A Widget,4,45.80,2023-02-05
00421,B Widget,1,67.68,2022-06-11
00422,A Widget,3,15.72,2022-10-05
00423,C Widget,3,40.32,2022-11-12
00424,B Widget,4,78.15,2023-10-13
00425,C Widget,4,48.60,2023-04-04
00426,A Widget,3,13.23,2023-05-04
00427,C Widget,4,26.14,2022-09-09
00428,B Widget,2,64.08,2023-04-09
00429,D Widget,4,20.20,2023-07-04
00430,D Widget,1,48.74,2023-12-13
00431,C Widget,4,29.95,2022-09-26
00432,A Widget,1,76.94,2023-12-23
00433,B Widget,1,28.93,2022-12-22
00434,D Widget,5,37.71,2023-12-14
00435,A Widget,1,67.44,2023-03-21
00436,A Widget,2,57.99,2022-09-27
00437,B Widget,5,36.81,2022-08-01
00438,E Widget,4,16.24,2022-11-22
00439,D Widget,3,41.09,2023-09-14
00440,C Widget,4,42.52,2022-12-03
00441,C Widget,3,75.12,2023-08-02
00442,B Widget,1,89.85,2023-07-11
00443,D Widget,5,94.19,2023-07-22
00444,C Widget,4,73.96,2022-10-16
00445,B Widget,3,36.13,2023-03-23
00446,B Widget,1,66.98,2023-07-12
00447,C Widget,3,17.88,2022-07-16
00448,A Widget,4,53.79,2022-05-09
00449,D Widget,5,39.30,2022-05-27
00450,C Widget,3,62.12,2023-11-08
00451,B Widget,2,33.17,2022-03-22
00452,B Widget,5,75.79,2022-05-28
00453,E Widget,5,64.10,2023-10-17
00454,A Widget,2,11.84,2022-06-22
00455,E Widget,2,12.32,2022-02-16
00456,B Widget,1,81.12,2022-08-05
00457,C Widget,5,39.11,2022-11-19
00458,B Widget,3,73.14,2022-12-23
00459,D Widget,2,17.23,2022-02-24
00460,B Widget,2,16.65,2023-03-17
00461,E Widget,4,66.00,2023-09-25
00462,D Widget,2,12.55,2023-04-20
00463,B Widget,1,51.70,2022-12-10
00464,E Widget,1,71.36,2022-05-29
00465,A Widget,4,20.36,2023-10-18
00466,B Widget,3,37.94,2022-05-06
00467,B Widget,5,97.27,2023-07-26
00468,C Widget,1,73.06,2022-02-10
00469,D Widget,5,51.36,2022-01-28
00470,C Widget,3,36.66,2023-01-08
00471,D Widget,5,45.89,2023-05-21
00472,B Widget,3,53.27,2023-09-25
00473,C Widget,1,35.57,2023-07-12
00474,C Widget,3,51.86,2022-04-05
00475,D Widget,2,29.57,2022-11-07
00476,D Widget,5,48.73,2022-07-23
00477,C Widget,2,93.50,2022-09-30
00478,B Widget,3,46.38,2022-02-06
00479,C Widget,3,80.63,2023-02-14
00480,C Widget,1,63.14,2022-11-26
00481,A Widget,1,72.67,2023-07-08
00482,C Widget,1,94.27,2022-12-04
00483,A Widget,1,56.86,2023-05-13
00484,D Widget,2,54.89,2023-10-10
00485,A Widget,1,89.21,2022-10-31
00486,E Widget,2,21.36,2023-03-28
00487,A Widget,2,95.82,2023-01-09
00488,A Widget,1,39.21,2023-02-14
00489,A Widget,2,95.80,2022-12-22
00490,D Widget,5,43.19,2023-03-29
00491,A Widget,4,58.08,2023-04-16
00492,E Widget,2,72.65,2023-12-23
00493,D Widget,4,62.16,2023-08-23
00494,C Widget,1,39.72,2022-09-16
00495,D Widget,3,36.76,2022-05-23
00496,A Widget,2,25.66,2023-08-13
00497,E Widget,5,56.99,2022-10-07
00498,B Widget,1,17.39,2023-05-29
00499,B Widget,3,72.83,2022-06-21
00500,B Widget,1,51.65,2023-06-14
00501,D Widget,3,38.68,2022-09-30
00502,E Widget,2,82.16,2023-09-19
00503,B Widget,3,42.01,2023-11-05
00504,D Widget,5,21.72,2022-05-02
00505,B Widget,3,61.04,2023-02-14
00506,E Widget,2,99.80,2022-08-06
00507,E Widget,1,69.13,2022-12-28
00508,A Widget,3,63.04,2022-05-14
00509,B Widget,3,86.59,2023-06-29
00510,C Widget,4,84.39,2022-09-28
00511,B Widget,2,57.37,2023-02-19
00512,A Widget,5,75.56,2022-01-20
00513,A Widget,1,86.22,2023-07-02
00514,B Widget,1,61.49,2023-03-14
00515,D Widget,2,17.04,2023-06-22
00516,A Widget,5,37.47,2023-12-17
00517,A Widget,4,75.55,2023-03-11
00518,C Widget,1,60.45,2023-11-21
00519,E Widget,2,28.99,2023-02-08
00520,C Widget,5,84.49,2023-07-25
00521,C Widget,5,42.15,2022-11-26
00522,B Widget,5,52.83,2023-01-07
00523,C Widget,1,31.03,2022-01-22
00524,B Widget,5,14.53,2022-06-25
00525,E Widget,4,16.68,2022-02-03
00526,C Widget,5,36.79,2022-04-06
00527,D Widget,4,27.46,2023-07-28
00528,A Widget,4,19.82,2023-02-24
00529,B Widget,1,78.59,2023-05-22
00530,A Widget,2,12.96,2023-11-12
00531,C Widget,4,87.24,2023-02-19
00532,E Widget,1,64.33,2022-11-01
00533,E Widget,4,41.62,2022-08-30
00534,C Widget,1,29.32,2022-05-15
00535,E Widget,1,65.97,2023-05-29
00536,D Widget,3,45.96,2022-01-13
00537,A Widget,3,34.82,2022-07-03
00538,B Widget,2,94.35,2022-12-23
00539,B Widget,2,91.51,2023-07-23
00540,C Widget,4,18.36,2022-01-12
00541,E Widget,5,78.90,2023-05-18
00542,B Widget,3,23.38,2023-11-16
00543,C Widget,5,89.91,2022-05-07
00544,D Widget,2,58.61,2022-10-20
00545,C Widget,3,84.07,2022-03-02
00546,C Widget,4,56.35,2022-03-18
00547,E Widget,3,32.06,2022-11-25
00548,E Widget,2,21.04,2023-09-29
00549,B Widget,1,97.00,2023-07-12
00550,C Widget,2,99.69,2022-09-02
00551,E Widget,1,44.90,2022-08-05
00552,A Widget,5,35.89,2023-03-21
00553,A Widget,5,19.04,2023-10-27
00554,B Widget,1,72.59,2022-04-16
00555,A Widget,3,98.74,2023-11-12
00556,E Widget,4,42.98,2022-04-05
00557,A Widget,4,56.46,2023-12-02
00558,E Widget,3,84.84,2022-08-04
00559,B Widget,4,90.65,2023-07-20
00560,D Widget,3,26.31,2022-08-25
00561,B Widget,2,72.42,2023-01-04
00562,C Widget,1,36.68,2023-09-04
00563,A Widget,3,59.89,2023-11-21
00564,C Widget,4,16.89,2023-10-18
00565,B Widget,3,38.07,2023-11-18
00566,D Widget,1,16.03,2022-07-30
00567,E Widget,2,19.48,2022-08-02
00568,E Widget,5,87.99,2023-01-04
00569,C Widget,3,75.68,2022-09-09
00570,B Widget,2,91.05,2022-12-13
00571,D Widget,1,16.03,2023-08-29
00572,C Widget,4,10.31,2022-10-06
00573,D Widget,2,19.41,2023-02-28
00574,D Widget,2,75.17,2022-10-10
00575,B Widget,5,91.36,2022-08-24
00576,A Widget,2,75.92,2022-11-06
00577,C Widget,4,47.74,2022-07-10
00578,E Widget,4,14.23,2023-07-13
00579,A Widget,4,11.92,2022-04-08
00580,C Widget,5,62.46,2023-06-12
00581,E Widget,2,44.66,2022-12-07
00582,A Widget,3,18.71,2023-01-02
00583,B Widget,4,52.86,2023-12-27
00584,D Widget,2,18.77,2023-10-10
00585,A Widget,1,49.06,2022-10-16
00586,E Widget,2,49.02,2022-04-13
00587,C Widget,1,53.40,2022-03-09
00588,D Widget,1,80.26,2022-11-24
00589,C Widget,4,36.21,2022-11-21
00590,C Widget,1,97.23,2023-10-13
00591,C Widget,4,90.56,2022-11-08
00592,E Widget,3,51.19,2022-10-05
00593,A Widget,2,96.46,2022-01-10
00594,C Widget,5,25.76,2022-01-13
00595,D Widget,2,95.74,2023-05-25
00596,B Widget,4,10.55,2022-05-08
00597,D Widget,3,10.14,2022-12-17
00598,E Widget,5,26.86,2023-02-12
00599,C Widget,5,70.35,2023-07-05
00600,C Widget,4,90.66,2023-12-22
00601,D Widget,2,44.00,2022-12-24
00602,E Widget,4,82.61,2022-03-20
00603,A Widget,3,66.84,2022-11-08
00604,C Widget,4,68.34,2022-05-12
00605,B Widget,4,74.58,2022-12-28
00606,A Widget,3,50.17,2022-01-12
00607,E Widget,3,82.20,2022-11-04
00608,C Widget,1,44.62,2023-11-01
00609,A Widget,3,70.05,2022-02-17
00610,B Widget,3,77.33,2023-05-24
00611,A Widget,3,11.39,2022-10-16
00612,A Widget,3,64.03,2023-12-08
00613,B Widget,4,58.08,2022-11-05
00614,D Widget,4,57.53,2023-06-23
00615,C Widget,3,96.28,2022-01-15
00616,B Widget,5,47.75,2022-11-01
00617,A Widget,1,79.05,2022-02-02
00618,A Widget,3,73.87,2022-09-04
00619,B Widget,5,99.29,2023-05-14
00620,B Widget,4,56.49,2022-05-31
00621,E Widget,5,28.26,2023-10-15
00622,D Widget,3,85.38,2022-11-08
00623,E Widget,2,47.93,2022-09-15
00624,D Widget,4,71.07,2023-02-02
00625,B Widget,3,46.02,2023-07-11
00626,B Widget,4,65.59,2022-11-18
00627,C Widget,5,12.98,2022-01-30
00628,B Widget,2,80.93,2023-05-13
00629,A Widget,4,46.64,2022-05-11
00630,B Widget,3,59.72,2022-03-31
00631,B Widget,4,78.11,2023-06-08
00632,C Widget,1,18.43,2023-12-18
00633,C Widget,2,86.14,2022-12-10
00634,B Widget,5,67.06,2022-03-07
00635,A Widget,4,88.08,2023-02-07
00636,D Widget,1,77.85,2022-09-27
00637,E Widget,5,97.31,2022-12-03
00638,C Widget,3,95.02,2023-09-23
00639,D Widget,3,12.51,2023-11-29
00640,D Widget,5,87.61,2022-05-23
00641,C Widget,2,78.43,2023-03-13
00642,E Widget,5,44.89,2022-08-29
00643,C Widget,5,22.08,2022-09-03
00644,A Widget,2,10.98,2022-02-10
00645,B Widget,2,89.44,2023-10-09
00646,B Widget,5,75.00,2022-07-21
00647,B Widget,4,19.37,2023-07-15
00648,A Widget,2,47.54,2023-04-14
00649,E Widget,2,11.12,2022-10-29
00650,D Widget,3,35.66,2023-08-21
00651,E Widget,3,15.89,2022-03-18
00652,D Widget,2,40.28,2022-11-22
00653,E Widget,3,90.46,2023-08-05
00654,C Widget,4,31.51,2023-02-12
00655,C Widget,2,45.62,2023-06-11
00656,B Widget,2,49.65,2022-08-17
00657,A Widget,3,99.78,2023-06-05
00658,A Widget,3,71.69,2022-09-27
00659,C Widget,3,61.82,2022-04-09
00660,C Widget,3,67.53,2022-09-20
00661,A Widget,2,12.17,2022-06-27
00662,C Widget,4,55.46,2023-10-19
00663,B Widget,3,64.25,2023-01-25
00664,E Widget,4,20.96,2023-09-24
